조회연도,대학명,대학코드,전형명,구분,모집단위,모집인원_최초,모집인원_이월,모집인원_총,경쟁률,충원인원,환산점수_50,환산점수_70,환산등급_50,환산등급_70
2027,호원대학교[본교],282,학생부교과(일반전형),수시,간호학과,63,0,63,7.84,111,350,350,6,6
2027,호원대학교[본교],282,학생부교과(일반전형),수시,물리치료학과,27,0,27,13.44,141,880,880,5,5
2027,호원대학교[본교],282,학생부교과(일반전형),수시,응급구조학과,23,0,23,6.52,105,820,790,7,8
2027,호원대학교[본교],282,학생부교과(일반전형),수시,글로컬자유전공학부,12,0,12,1.42,3,820,790,7,8
2027,호원대학교[본교],282,학생부교과(일반전형),정시(가),스포츠무도학과,1,6,7,1,1,820,790,7,8
2027,호원대학교[본교],282,학생부교과(일반전형),정시(가),스포츠무도학과(야),1,4,5,,1,790,790,8,8
2027,호원대학교[본교],282,학생부교과(일반전형),정시(나),공연미디어학부,8,2,10,3.09,3,420,420,5,5
2027,호원대학교[본교],282,학생부교과(지역인재전형(기초생활수급자 등)),수시,간호학과,2,0,2,2.71,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(지역인재전형),수시,공연미디어학부,2,0,2,1,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(지역인재전형),수시,호텔외식조리학과,1,0,1,1,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(지역인재전형),수시,유아교육과,1,0,1,1,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(지역인재전형),수시,경영학과,2,0,2,1,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(지역인재전형),수시,간호학과,36,0,36,3.33,61,350,280,6,7
2027,호원대학교[본교],282,학생부교과(지역인재전형),수시,물리치료학과,5,0,5,11,11,850,850,6,6
2027,호원대학교[본교],282,학생부교과(지역인재전형),수시,응급구조학과,1,0,1,3,2,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(농어촌학생전형(정원외)),수시,공연미디어학부,1,0,1,1,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(농어촌학생전형(정원외)),수시,응급구조학과,1,0,1,1,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(농어촌학생전형(정원외)),수시,간호학과,5,0,5,3.4,9,350,350,6,6
2027,호원대학교[본교],282,학생부교과(농어촌학생전형(정원외)),수시,물리치료학과,2,0,2,4.5,6,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(농어촌학생전형(정원외)),정시(나),공연미디어학부,0,1,1,1,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(검정고시출신자전형),수시,응급구조학과,1,0,1,1,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(검정고시출신자전형),수시,치위생학과,1,0,1,2,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(검정고시출신자전형),수시,물리치료학과,1,0,1,3,3,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(사회적배려대상자전형),수시,유아교육과,1,0,1,2,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(성인학습자전형),수시,K-콘텐츠제작학과(야),19,0,19,,0,820,820,7,7
2027,호원대학교[본교],282,학생부교과(성인학습자전형),수시,스포츠건강관리학과(야),19,0,19,1.21,4,850,820,6,7
2027,호원대학교[본교],282,학생부교과(성인학습자전형),수시,에너지융합공학과(야),19,0,19,,0,미제출 사유 : 입시 결과 미존재,,,
2027,호원대학교[본교],282,학생부교과(성인학습자전형),수시,사회복지상담학과(야),29,0,29,,0,850,790,6,8
2027,호원대학교[본교],282,학생부교과(성인학습자전형),수시,건축인테리어학과(야),14,0,14,,0,850,820,6,7
2027,호원대학교[본교],282,학생부교과(성인학습자전형),수시,한국어문화학과(야),24,0,24,,0,미제출 사유 : 입시 결과 미존재,,,
2027,호원대학교[본교],282,학생부교과(성인학습자전형),수시,K-뷰티소재학과(야),21,0,21,,0,910,850,4,6
2027,호원대학교[본교],282,학생부교과(성인학습자전형),수시,K-푸드창업학과(야),21,0,21,1.43,3,850,820,6,7
2027,호원대학교[본교],282,학생부교과(기초생활수급자전형(정원외)),수시,응급구조학과,1,0,1,3,1,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(기초생활수급자전형(정원외)),수시,공연미디어학부,1,0,1,3,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(기초생활수급자전형(정원외)),수시,간호학과,7,0,7,2.71,4,350,280,6,7
2027,호원대학교[본교],282,학생부교과(기초생활수급자전형(정원외)),수시,물리치료학과,2,0,2,13,10,미제출 사유 : 3명이하모집단위미제출,,,
2027,호원대학교[본교],282,학생부교과(기초생활수급자전형(정원외)),정시(나),공연미디어학부,0,0,0,,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,건축학부 건축학전공(5년제),1,0,1,9,1,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,건축학부 실내건축학전공,1,0,1,8,2,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,건설환경공학과,1,0,1,11,0,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,도시공학과,1,0,1,9,0,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,경영학부,5,0,5,7.4,10,94.6,94.6,1.6,1.8
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,영어영문학과,1,0,1,8,1,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,독어독문학과,1,0,1,5,1,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,불어불문학과,1,0,1,8,0,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,국어국문학과,1,0,1,8,0,미제출 사유 : 등록자 없음,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,산업?데이터공학과,2,0,2,5.5,1,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,예술학과,1,0,1,7,1,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,전자·전기공학부,5,0,5,5.4,8,95.6,95.5,1.8,1.7
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,신소재?화공시스템공학부,3,0,3,6,6,미제출 사유 : 등록자 1명,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,컴퓨터공학과,4,0,4,6.25,7,95.2,95.2,1.9,2
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,기계ㆍ시스템디자인공학과,4,0,4,5,2,95.3,95.2,1.8,1.7
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,경제학부,1,0,1,10,0,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[본교],212,학생부교과(농어촌학생전형),수시,법학부,4,0,4,6.25,8,93.2,93,2.1,1.8
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,산업?데이터공학과,11,0,11,10.82,15,96.3,96.4,1.9,1.9
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,건축학부 실내건축학전공,3,0,3,16.33,1,96.1,96.3,1.9,1.8
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,건설환경공학과,8,0,8,8,8,96.1,95.9,1.8,1.8
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,도시공학과,8,0,8,6.75,5,94.9,94.6,2.1,2.1
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,경영학부,37,0,37,7.51,89,95.6,95.4,1.9,2
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,영어영문학과,5,0,5,9,12,95.2,95.5,2,2
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,독어독문학과,4,0,4,8,10,93.9,93.9,2.2,2.2
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,불어불문학과,4,0,4,12,3,95.4,95.5,2,2
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,국어국문학과,3,0,3,8.33,8,94.5,94.5,2.1,2.1
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,서울캠퍼스자율전공(인문·예능),29,0,29,6.28,49,95.5,95,1.8,1.9
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,건축학부 건축학전공(5년제),7,0,7,6.14,10,89.9,89.7,2.6,2.6
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,수학교육과,5,0,5,5.8,11,95.9,95.9,1.9,1.9
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,역사교육과,4,0,4,10.25,13,95.3,95.4,2.1,2
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,예술학과,4,0,4,14.5,10,94.1,94.2,2.1,2.1
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,전자·전기공학부,30,0,30,6.23,46,96.7,96.3,1.7,1.8
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,신소재?화공시스템공학부,19,0,19,7.37,21,97.1,97,1.6,1.7
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,컴퓨터공학과,22,0,22,6.59,25,96.2,95.9,1.8,1.8
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,기계ㆍ시스템디자인공학과,22,0,22,9.23,26,96.2,96.1,1.8,1.9
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,경제학부,7,0,7,8.43,8,95.5,95.3,1.9,1.9
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,법학부,19,0,19,7.42,40,95.4,95,1.9,2
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,교육학과,5,0,5,14.4,9,94.7,94.9,1.9,1.8
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,국어교육과,5,0,5,9.6,21,95.1,95.3,2,2.1
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,영어교육과,5,0,5,8.6,16,95,95.1,1.9,1.9
2027,홍익대학교[본교],212,학생부교과(학교장추천자전형),수시,서울캠퍼스자율전공(자연·예능),41,0,41,5.56,68,96.2,96,1.8,1.8
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,소프트웨어융합학과,19,0,19,8.1,29,74,73.7,4.2,4.3
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,바이오화학융합공학과,13,0,13,11.8,27,80,78.7,3.8,3.9
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,조선해양모빌리티공학과,10,0,10,16.4,9,70,68.1,4.5,4.6
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,AI기계융합공학과,14,0,14,5.2,11,75.2,74.1,4.1,4.1
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,AID융합과학기술대학 자율전공,15,0,15,5.3,22,73,71.5,4.3,4.4
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,세종캠퍼스자율전공(자연·예능),54,0,54,6,43,83,81.5,3.4,3.5
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,세종캠퍼스자율전공(인문·예능),70,0,70,4.2,94,88.4,86.5,2.8,3
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,전자전기융합공학과,16,0,16,7.8,20,74.9,74.9,4.1,4.2
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,건축공학부,17,0,17,7.4,10,82.8,81.6,3.5,3.6
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,상경학부,68,0,68,5.5,80,77.8,76.1,4,4.1
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,광고홍보학부,36,0,36,4.1,47,83.5,82.2,3.4,3.6
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,나노반도체공학과,13,0,13,6.1,16,73.9,72.2,4.2,4.4
2027,홍익대학교[제2캠퍼스],2949,학생부교과(교과우수자전형),수시,게임학부 게임소프트웨어전공(공학계),10,0,10,7.1,10,81.6,79.3,3.6,3.9
2027,홍익대학교[제2캠퍼스],2949,학생부교과(농어촌학생전형),수시,조선해양모빌리티공학과,1,0,1,3,1,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[제2캠퍼스],2949,학생부교과(농어촌학생전형),수시,AI기계융합공학과,1,0,1,4,1,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[제2캠퍼스],2949,학생부교과(농어촌학생전형),수시,전자전기융합공학과,1,0,1,4,0,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[제2캠퍼스],2949,학생부교과(농어촌학생전형),수시,건축공학부,2,0,2,4.5,2,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[제2캠퍼스],2949,학생부교과(농어촌학생전형),수시,상경학부,5,0,5,8.6,5,73.8,73.4,4.1,4.3
2027,홍익대학교[제2캠퍼스],2949,학생부교과(농어촌학생전형),수시,광고홍보학부,3,0,3,5,3,79.2,78.7,3.8,3.7
2027,홍익대학교[제2캠퍼스],2949,학생부교과(농어촌학생전형),수시,나노반도체공학과,2,0,2,3.5,0,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[제2캠퍼스],2949,학생부교과(농어촌학생전형),수시,게임학부 게임소프트웨어전공(공학계),2,0,2,8,4,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[제2캠퍼스],2949,학생부교과(농어촌학생전형),수시,소프트웨어융합학과,2,0,2,3,2,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,홍익대학교[제2캠퍼스],2949,학생부교과(농어촌학생전형),수시,바이오화학융합공학과,2,0,2,6.5,5,미제출 사유 : 모집인원 및 등록인원 3명 미만,,,
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,경찰과학수사학과,26,0,26,4.54,0,737.81,711.56,3.84,4.39
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,의생명과학과,25,0,25,2.12,0,769.69,759.38,3.33,3.67
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,태권도학과,2,0,2,15,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,의료사회복지학과,12,0,12,6.33,0,713.44,669.38,4.34,5.11
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,스포츠과학과,10,0,10,5.3,0,"미제출 사유 : 등록인원 3명 이하, 추가 안내자료 참고",,,
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,의료경영학과,18,0,18,2,0,723.75,678.75,4,5
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,간호학과,30,0,30,10.07,0,826.88,817.5,2.39,2.44
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,데이터사이언스학과,16,0,16,1.56,0,"미제출 사유 : 등록인원 3명 이하, 추가 안내자료 참고",,,
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,바이오헬스케어학과,30,0,30,1.23,0,"미제출 사유 : 등록인원 3명 이하, 추가 안내자료 참고",,,
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,의료심리학과,20,0,20,5.8,0,704.06,656.25,4.98,5.33
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,서비스디자인학과,16,0,16,1.13,0,"미제출 사유 : 등록인원 3명 이하, 추가 안내자료 참고",,,
2027,화성의과학대학교[본교],233,학생부교과(일반학생전형),수시,라이프스타일테크학과,12,0,12,1.83,0,미제출 사유 : 입시 결과 미존재,,,
2027,화성의과학대학교[본교],233,학생부교과(특성화고교 졸업자전형),수시,간호학과,2,0,2,3.5,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(특성화고교 졸업자전형),정시(다),간호학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기초생활수급자 및 차상위계층전형),수시,간호학과,4,0,4,11.25,0,787.5,785.63,2.94,3
2027,화성의과학대학교[본교],233,학생부교과(기초생활수급자 및 차상위계층전형),정시(다),간호학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(농어촌학생전형),수시,간호학과,4,0,4,5.25,0,"미제출 사유 : 등록인원 3명 이하, 추가 안내자료 참고",,,
2027,화성의과학대학교[본교],233,학생부교과(농어촌학생전형),수시,경찰과학수사학과,3,0,3,2.67,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(농어촌학생전형),정시(다),간호학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(농어촌학생전형),정시(다),경찰과학수사학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),수시,태권도학과,1,0,1,4,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),수시,스포츠과학과,2,0,2,2,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),수시,의료사회복지학과,2,0,2,1.5,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),수시,데이터사이언스학과,2,0,2,1.5,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),수시,의료심리학과,3,0,3,1.67,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),수시,서비스디자인학과,2,0,2,0.5,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),수시,경찰과학수사학과,2,0,2,2,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),수시,라이프스타일테크학과,1,0,1,1,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),수시,의생명과학과,3,0,3,1.33,0,미제출 사유 : 3명이하모집단위미제출,,,
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),의료경영학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),의료사회복지학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),데이터사이언스학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),의생명과학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),태권도학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),스포츠과학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),간호학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),바이오헬스케어학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),의료심리학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),서비스디자인학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),경찰과학수사학과,0,0,0,,0,0,0,0,0
2027,화성의과학대학교[본교],233,학생부교과(기회균형전형),정시(다),라이프스타일테크학과,0,0,0,,0,0,0,0,0
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,법과대학,3,0,3,27.33,3,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,경제학과,2,0,2,13,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,전기공학과,2,0,2,13.5,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,기계공학부,3,0,3,20,3,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,화학과,2,0,2,9.5,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,생명과학과,2,0,2,42.5,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,컴퓨터공학과,3,0,3,11.33,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,인공지능학과,2,0,2,18,2,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,심리학과,2,0,2,36,3,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,관광경영학과,2,0,2,17.5,2,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,경영학과,5,0,5,22,2,0,0,4.02,4.03
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,건설환경공학과,2,0,2,10,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,건축학부,2,0,2,22,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,미디어커뮤니케이션학과,1,0,1,53,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,도시계획?조경학부,2,0,2,12,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,사회복지학과,2,0,2,13,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,신소재공학과,2,0,2,9,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,응용통계학과,2,0,2,10,2,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,금융?빅데이터학부,2,0,2,19,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,반도체대학,3,0,3,10.67,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,바이오로직스학과,2,0,2,14,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,스마트시티학과,2,0,2,10.5,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,화공생명배터리공학부,6,0,6,7,4,0,0,3.68,3.76
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,의예과,1,0,1,15,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,패션산업학과,2,0,2,15.5,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,식품영양학과,2,0,2,22.5,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,의공학과,2,0,2,11.5,2,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,AI인문대학,3,0,3,25,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,치위생학과,2,0,2,18,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,간호학과,2,0,2,23,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,방사선학과,2,0,2,15,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(농어촌(종합)),수시,물리치료학과,2,0,2,49.5,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(교육기회균형),수시,약학과,3,0,3,14.33,0,미제출 사유 : 등록없음,,,
2027,가천대학교[본교],63,학생부종합(가천의약학),수시,의예과,16,0,16,39.31,12,0,0,1.71,1.81
2027,가천대학교[본교],63,학생부종합(가천의약학),수시,한의예과,5,0,5,35,1,0,0,1.95,1.95
2027,가천대학교[본교],63,학생부종합(가천의약학),수시,약학과,12,0,12,48.17,8,0,0,2.39,2.69
2027,가천대학교[본교],63,학생부종합(조기취업형계약학과전형),수시,미래자동차학과,25,0,25,6.92,2,0,0,4.31,5.35
2027,가천대학교[본교],63,학생부종합(조기취업형계약학과전형),수시,게임?영상학과,24,0,24,25.67,1,0,0,4.06,4.95
2027,가천대학교[본교],63,학생부종합(조기취업형계약학과전형),수시,반도체?디스플레이학과,115,0,115,4.56,6,0,0,4.15,4.6
2027,가천대학교[본교],63,학생부종합(조기취업형계약학과전형),수시,반도체설계학과,38,0,38,4.37,1,0,0,4.52,4.81
2027,가천대학교[본교],63,학생부종합(조기취업형계약학과전형),수시,바이오의료기기학과,33,0,33,5.94,1,0,0,4.42,4.88
2027,가천대학교[본교],63,학생부종합(조기취업형계약학과전형),정시(나),반도체?디스플레이학과,0,0,0,,0,미제출 사유 : 비공개,,,
2027,가천대학교[본교],63,학생부종합(조기취업형계약학과전형),정시(나),반도체설계학과,0,0,0,,0,미제출 사유 : 비공개,,,
2027,가천대학교[본교],63,학생부종합(조기취업형계약학과전형),정시(나),바이오의료기기학과,0,0,0,,0,미제출 사유 : 비공개,,,
2027,가천대학교[본교],63,학생부종합(조기취업형계약학과전형),정시(나),미래자동차학과,0,0,0,,0,미제출 사유 : 비공개,,,
2027,가천대학교[본교],63,학생부종합(조기취업형계약학과전형),정시(나),게임?영상학과,0,0,0,,0,미제출 사유 : 비공개,,,
2027,가천대학교[본교],63,학생부종합(기회균형),수시,법과대학,3,0,3,16.67,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(기회균형),수시,회계세무학과,2,0,2,20,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(기회균형),수시,경제학과,2,0,2,16,1,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(기회균형),수시,전기공학과,2,0,2,9,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(기회균형),수시,기계공학부,1,0,1,23,0,미제출 사유 : 모집인원 3명 이하,,,
2027,가천대학교[본교],63,학생부종합(기회균형),수시,화학과,2,0,2,6.5,2,미제출 사유 : 모집인원 3명 이하,,,
